sense	number	antisense	bp
Herpesvirus:Epstein_Barr_Virus:792:+	792	Herpesvirus:Epstein_Barr_Virus:4235:-	39650
Herpesvirus:Epstein_Barr_Virus:793:+	793	Herpesvirus:Epstein_Barr_Virus:4236:-	39700
Herpesvirus:Epstein_Barr_Virus:794:+	794	Herpesvirus:Epstein_Barr_Virus:4237:-	39750
Herpesvirus:Epstein_Barr_Virus:795:+	795	Herpesvirus:Epstein_Barr_Virus:4238:-	39800
Herpesvirus:Epstein_Barr_Virus:796:+	796	Herpesvirus:Epstein_Barr_Virus:4239:-	39850
Herpesvirus:Epstein_Barr_Virus:797:+	797	Herpesvirus:Epstein_Barr_Virus:4240:-	39900
Herpesvirus:Epstein_Barr_Virus:798:+	798	Herpesvirus:Epstein_Barr_Virus:4241:-	39950
Herpesvirus:Epstein_Barr_Virus:799:+	799	Herpesvirus:Epstein_Barr_Virus:4242:-	40000
Herpesvirus:Epstein_Barr_Virus:800:+	800	Herpesvirus:Epstein_Barr_Virus:4243:-	40050
Herpesvirus:Epstein_Barr_Virus:801:+	801	Herpesvirus:Epstein_Barr_Virus:4244:-	40100
Herpesvirus:Epstein_Barr_Virus:802:+	802	Herpesvirus:Epstein_Barr_Virus:4245:-	40150
Herpesvirus:Epstein_Barr_Virus:803:+	803	Herpesvirus:Epstein_Barr_Virus:4246:-	40200
Herpesvirus:Epstein_Barr_Virus:804:+	804	Herpesvirus:Epstein_Barr_Virus:4247:-	40250
Herpesvirus:Epstein_Barr_Virus:805:+	805	Herpesvirus:Epstein_Barr_Virus:4248:-	40300
Herpesvirus:Epstein_Barr_Virus:806:+	806	Herpesvirus:Epstein_Barr_Virus:4249:-	40350
Herpesvirus:Epstein_Barr_Virus:807:+	807	Herpesvirus:Epstein_Barr_Virus:4250:-	40400
Herpesvirus:Epstein_Barr_Virus:808:+	808	Herpesvirus:Epstein_Barr_Virus:4251:-	40450
Herpesvirus:Epstein_Barr_Virus:809:+	809	Herpesvirus:Epstein_Barr_Virus:4252:-	40500
Herpesvirus:Epstein_Barr_Virus:810:+	810	Herpesvirus:Epstein_Barr_Virus:4253:-	40550
Herpesvirus:Epstein_Barr_Virus:811:+	811	Herpesvirus:Epstein_Barr_Virus:4254:-	40600
Herpesvirus:Epstein_Barr_Virus:812:+	812	Herpesvirus:Epstein_Barr_Virus:4255:-	40650
Herpesvirus:Epstein_Barr_Virus:813:+	813	Herpesvirus:Epstein_Barr_Virus:4256:-	40700
Herpesvirus:Epstein_Barr_Virus:814:+	814	Herpesvirus:Epstein_Barr_Virus:4257:-	40750
Herpesvirus:Epstein_Barr_Virus:815:+	815	Herpesvirus:Epstein_Barr_Virus:4258:-	40800
Herpesvirus:Epstein_Barr_Virus:816:+	816	Herpesvirus:Epstein_Barr_Virus:4259:-	40850
Herpesvirus:Epstein_Barr_Virus:817:+	817	Herpesvirus:Epstein_Barr_Virus:4260:-	40900
Herpesvirus:Epstein_Barr_Virus:818:+	818	Herpesvirus:Epstein_Barr_Virus:4261:-	40950
Herpesvirus:Epstein_Barr_Virus:819:+	819	Herpesvirus:Epstein_Barr_Virus:4262:-	41000
Herpesvirus:Epstein_Barr_Virus:820:+	820	Herpesvirus:Epstein_Barr_Virus:4263:-	41050
Herpesvirus:Epstein_Barr_Virus:821:+	821	Herpesvirus:Epstein_Barr_Virus:4264:-	41100
Herpesvirus:Epstein_Barr_Virus:822:+	822	Herpesvirus:Epstein_Barr_Virus:4265:-	41150
Herpesvirus:Epstein_Barr_Virus:823:+	823	Herpesvirus:Epstein_Barr_Virus:4266:-	41200
Herpesvirus:Epstein_Barr_Virus:824:+	824	Herpesvirus:Epstein_Barr_Virus:4267:-	41250
Herpesvirus:Epstein_Barr_Virus:825:+	825	Herpesvirus:Epstein_Barr_Virus:4268:-	41300
Herpesvirus:Epstein_Barr_Virus:826:+	826	Herpesvirus:Epstein_Barr_Virus:4269:-	41350
Herpesvirus:Epstein_Barr_Virus:827:+	827	Herpesvirus:Epstein_Barr_Virus:4270:-	41400
Herpesvirus:Epstein_Barr_Virus:828:+	828	Herpesvirus:Epstein_Barr_Virus:4271:-	41450
Herpesvirus:Epstein_Barr_Virus:829:+	829	Herpesvirus:Epstein_Barr_Virus:4272:-	41500
Herpesvirus:Epstein_Barr_Virus:830:+	830	Herpesvirus:Epstein_Barr_Virus:4273:-	41550
Herpesvirus:Epstein_Barr_Virus:831:+	831	Herpesvirus:Epstein_Barr_Virus:4274:-	41600
Herpesvirus:Epstein_Barr_Virus:832:+	832	Herpesvirus:Epstein_Barr_Virus:4275:-	41650
Herpesvirus:Epstein_Barr_Virus:833:+	833	Herpesvirus:Epstein_Barr_Virus:4276:-	41700
Herpesvirus:Epstein_Barr_Virus:834:+	834	Herpesvirus:Epstein_Barr_Virus:4277:-	41750
Herpesvirus:Epstein_Barr_Virus:835:+	835	Herpesvirus:Epstein_Barr_Virus:4278:-	41800
Herpesvirus:Epstein_Barr_Virus:836:+	836	Herpesvirus:Epstein_Barr_Virus:4279:-	41850
Herpesvirus:Epstein_Barr_Virus:837:+	837	Herpesvirus:Epstein_Barr_Virus:4280:-	41900
Herpesvirus:Epstein_Barr_Virus:838:+	838	Herpesvirus:Epstein_Barr_Virus:4281:-	41950
Herpesvirus:Epstein_Barr_Virus:839:+	839	Herpesvirus:Epstein_Barr_Virus:4282:-	42000
Herpesvirus:Epstein_Barr_Virus:840:+	840	Herpesvirus:Epstein_Barr_Virus:4283:-	42050
Herpesvirus:Epstein_Barr_Virus:841:+	841	Herpesvirus:Epstein_Barr_Virus:4284:-	42100
Herpesvirus:Epstein_Barr_Virus:842:+	842	Herpesvirus:Epstein_Barr_Virus:4285:-	42150
Herpesvirus:Epstein_Barr_Virus:843:+	843	Herpesvirus:Epstein_Barr_Virus:4286:-	42200
Herpesvirus:Epstein_Barr_Virus:844:+	844	Herpesvirus:Epstein_Barr_Virus:4287:-	42250
Herpesvirus:Epstein_Barr_Virus:845:+	845	Herpesvirus:Epstein_Barr_Virus:4288:-	42300
Herpesvirus:Epstein_Barr_Virus:846:+	846	Herpesvirus:Epstein_Barr_Virus:4289:-	42350
Herpesvirus:Epstein_Barr_Virus:847:+	847	Herpesvirus:Epstein_Barr_Virus:4290:-	42400
Herpesvirus:Epstein_Barr_Virus:848:+	848	Herpesvirus:Epstein_Barr_Virus:4291:-	42450
Herpesvirus:Epstein_Barr_Virus:849:+	849	Herpesvirus:Epstein_Barr_Virus:4292:-	42500
Herpesvirus:Epstein_Barr_Virus:850:+	850	Herpesvirus:Epstein_Barr_Virus:4293:-	42550
Herpesvirus:Epstein_Barr_Virus:851:+	851	Herpesvirus:Epstein_Barr_Virus:4294:-	42600
Herpesvirus:Epstein_Barr_Virus:852:+	852	Herpesvirus:Epstein_Barr_Virus:4295:-	42650
Herpesvirus:Epstein_Barr_Virus:853:+	853	Herpesvirus:Epstein_Barr_Virus:4296:-	42700
Herpesvirus:Epstein_Barr_Virus:854:+	854	Herpesvirus:Epstein_Barr_Virus:4297:-	42750
Herpesvirus:Epstein_Barr_Virus:855:+	855	Herpesvirus:Epstein_Barr_Virus:4298:-	42800
Herpesvirus:Epstein_Barr_Virus:856:+	856	Herpesvirus:Epstein_Barr_Virus:4299:-	42850
Herpesvirus:Epstein_Barr_Virus:857:+	857	Herpesvirus:Epstein_Barr_Virus:4300:-	42900
Herpesvirus:Epstein_Barr_Virus:858:+	858	Herpesvirus:Epstein_Barr_Virus:4301:-	42950
Herpesvirus:Epstein_Barr_Virus:859:+	859	Herpesvirus:Epstein_Barr_Virus:4302:-	43000
Herpesvirus:Epstein_Barr_Virus:860:+	860	Herpesvirus:Epstein_Barr_Virus:4303:-	43050
Herpesvirus:Epstein_Barr_Virus:861:+	861	Herpesvirus:Epstein_Barr_Virus:4304:-	43100
Herpesvirus:Epstein_Barr_Virus:862:+	862	Herpesvirus:Epstein_Barr_Virus:4305:-	43150
Herpesvirus:Epstein_Barr_Virus:863:+	863	Herpesvirus:Epstein_Barr_Virus:4306:-	43200
Herpesvirus:Epstein_Barr_Virus:864:+	864	Herpesvirus:Epstein_Barr_Virus:4307:-	43250
Herpesvirus:Epstein_Barr_Virus:865:+	865	Herpesvirus:Epstein_Barr_Virus:4308:-	43300
Herpesvirus:Epstein_Barr_Virus:866:+	866	Herpesvirus:Epstein_Barr_Virus:4309:-	43350
Herpesvirus:Epstein_Barr_Virus:867:+	867	Herpesvirus:Epstein_Barr_Virus:4310:-	43400
Herpesvirus:Epstein_Barr_Virus:868:+	868	Herpesvirus:Epstein_Barr_Virus:4311:-	43450
Herpesvirus:Epstein_Barr_Virus:869:+	869	Herpesvirus:Epstein_Barr_Virus:4312:-	43500
Herpesvirus:Epstein_Barr_Virus:870:+	870	Herpesvirus:Epstein_Barr_Virus:4313:-	43550
Herpesvirus:Epstein_Barr_Virus:871:+	871	Herpesvirus:Epstein_Barr_Virus:4314:-	43600
Herpesvirus:Epstein_Barr_Virus:872:+	872	Herpesvirus:Epstein_Barr_Virus:4315:-	43650
Herpesvirus:Epstein_Barr_Virus:873:+	873	Herpesvirus:Epstein_Barr_Virus:4316:-	43700
Herpesvirus:Epstein_Barr_Virus:874:+	874	Herpesvirus:Epstein_Barr_Virus:4317:-	43750
Herpesvirus:Epstein_Barr_Virus:875:+	875	Herpesvirus:Epstein_Barr_Virus:4318:-	43800
Herpesvirus:Epstein_Barr_Virus:876:+	876	Herpesvirus:Epstein_Barr_Virus:4319:-	43850
Herpesvirus:Epstein_Barr_Virus:877:+	877	Herpesvirus:Epstein_Barr_Virus:4320:-	43900
Herpesvirus:Epstein_Barr_Virus:878:+	878	Herpesvirus:Epstein_Barr_Virus:4321:-	43950
Herpesvirus:Epstein_Barr_Virus:879:+	879	Herpesvirus:Epstein_Barr_Virus:4322:-	44000
Herpesvirus:Epstein_Barr_Virus:880:+	880	Herpesvirus:Epstein_Barr_Virus:4323:-	44050
Herpesvirus:Epstein_Barr_Virus:881:+	881	Herpesvirus:Epstein_Barr_Virus:4324:-	44100
Herpesvirus:Epstein_Barr_Virus:882:+	882	Herpesvirus:Epstein_Barr_Virus:4325:-	44150
Herpesvirus:Epstein_Barr_Virus:883:+	883	Herpesvirus:Epstein_Barr_Virus:4326:-	44200
Herpesvirus:Epstein_Barr_Virus:884:+	884	Herpesvirus:Epstein_Barr_Virus:4327:-	44250
Herpesvirus:Epstein_Barr_Virus:885:+	885	Herpesvirus:Epstein_Barr_Virus:4328:-	44300
Herpesvirus:Epstein_Barr_Virus:886:+	886	Herpesvirus:Epstein_Barr_Virus:4329:-	44350
Herpesvirus:Epstein_Barr_Virus:887:+	887	Herpesvirus:Epstein_Barr_Virus:4330:-	44400
Herpesvirus:Epstein_Barr_Virus:888:+	888	Herpesvirus:Epstein_Barr_Virus:4331:-	44450
Herpesvirus:Epstein_Barr_Virus:889:+	889	Herpesvirus:Epstein_Barr_Virus:4332:-	44500
Herpesvirus:Epstein_Barr_Virus:890:+	890	Herpesvirus:Epstein_Barr_Virus:4333:-	44550
Herpesvirus:Epstein_Barr_Virus:891:+	891	Herpesvirus:Epstein_Barr_Virus:4334:-	44600
Herpesvirus:Epstein_Barr_Virus:892:+	892	Herpesvirus:Epstein_Barr_Virus:4335:-	44650
Herpesvirus:Epstein_Barr_Virus:893:+	893	Herpesvirus:Epstein_Barr_Virus:4336:-	44700
Herpesvirus:Epstein_Barr_Virus:894:+	894	Herpesvirus:Epstein_Barr_Virus:4337:-	44750
Herpesvirus:Epstein_Barr_Virus:895:+	895	Herpesvirus:Epstein_Barr_Virus:4338:-	44800
Herpesvirus:Epstein_Barr_Virus:896:+	896	Herpesvirus:Epstein_Barr_Virus:4339:-	44850
Herpesvirus:Epstein_Barr_Virus:897:+	897	Herpesvirus:Epstein_Barr_Virus:4340:-	44900
Herpesvirus:Epstein_Barr_Virus:898:+	898	Herpesvirus:Epstein_Barr_Virus:4341:-	44950
Herpesvirus:Epstein_Barr_Virus:899:+	899	Herpesvirus:Epstein_Barr_Virus:4342:-	45000
Herpesvirus:Epstein_Barr_Virus:900:+	900	Herpesvirus:Epstein_Barr_Virus:4343:-	45050
Herpesvirus:Epstein_Barr_Virus:901:+	901	Herpesvirus:Epstein_Barr_Virus:4344:-	45100
Herpesvirus:Epstein_Barr_Virus:902:+	902	Herpesvirus:Epstein_Barr_Virus:4345:-	45150
Herpesvirus:Epstein_Barr_Virus:903:+	903	Herpesvirus:Epstein_Barr_Virus:4346:-	45200
Herpesvirus:Epstein_Barr_Virus:904:+	904	Herpesvirus:Epstein_Barr_Virus:4347:-	45250
Herpesvirus:Epstein_Barr_Virus:905:+	905	Herpesvirus:Epstein_Barr_Virus:4348:-	45300
Herpesvirus:Epstein_Barr_Virus:906:+	906	Herpesvirus:Epstein_Barr_Virus:4349:-	45350
Herpesvirus:Epstein_Barr_Virus:907:+	907	Herpesvirus:Epstein_Barr_Virus:4350:-	45400
Herpesvirus:Epstein_Barr_Virus:908:+	908	Herpesvirus:Epstein_Barr_Virus:4351:-	45450
Herpesvirus:Epstein_Barr_Virus:909:+	909	Herpesvirus:Epstein_Barr_Virus:4352:-	45500
Herpesvirus:Epstein_Barr_Virus:910:+	910	Herpesvirus:Epstein_Barr_Virus:4353:-	45550
Herpesvirus:Epstein_Barr_Virus:911:+	911	Herpesvirus:Epstein_Barr_Virus:4354:-	45600
Herpesvirus:Epstein_Barr_Virus:912:+	912	Herpesvirus:Epstein_Barr_Virus:4355:-	45650
Herpesvirus:Epstein_Barr_Virus:913:+	913	Herpesvirus:Epstein_Barr_Virus:4356:-	45700
Herpesvirus:Epstein_Barr_Virus:914:+	914	Herpesvirus:Epstein_Barr_Virus:4357:-	45750
Herpesvirus:Epstein_Barr_Virus:915:+	915	Herpesvirus:Epstein_Barr_Virus:4358:-	45800
Herpesvirus:Epstein_Barr_Virus:916:+	916	Herpesvirus:Epstein_Barr_Virus:4359:-	45850
Herpesvirus:Epstein_Barr_Virus:917:+	917	Herpesvirus:Epstein_Barr_Virus:4360:-	45900
Herpesvirus:Epstein_Barr_Virus:918:+	918	Herpesvirus:Epstein_Barr_Virus:4361:-	45950
Herpesvirus:Epstein_Barr_Virus:919:+	919	Herpesvirus:Epstein_Barr_Virus:4362:-	46000
Herpesvirus:Epstein_Barr_Virus:920:+	920	Herpesvirus:Epstein_Barr_Virus:4363:-	46050
Herpesvirus:Epstein_Barr_Virus:921:+	921	Herpesvirus:Epstein_Barr_Virus:4364:-	46100
Herpesvirus:Epstein_Barr_Virus:922:+	922	Herpesvirus:Epstein_Barr_Virus:4365:-	46150
Herpesvirus:Epstein_Barr_Virus:923:+	923	Herpesvirus:Epstein_Barr_Virus:4366:-	46200
Herpesvirus:Epstein_Barr_Virus:924:+	924	Herpesvirus:Epstein_Barr_Virus:4367:-	46250
Herpesvirus:Epstein_Barr_Virus:925:+	925	Herpesvirus:Epstein_Barr_Virus:4368:-	46300
Herpesvirus:Epstein_Barr_Virus:926:+	926	Herpesvirus:Epstein_Barr_Virus:4369:-	46350
Herpesvirus:Epstein_Barr_Virus:927:+	927	Herpesvirus:Epstein_Barr_Virus:4370:-	46400
Herpesvirus:Epstein_Barr_Virus:928:+	928	Herpesvirus:Epstein_Barr_Virus:4371:-	46450
Herpesvirus:Epstein_Barr_Virus:929:+	929	Herpesvirus:Epstein_Barr_Virus:4372:-	46500
Herpesvirus:Epstein_Barr_Virus:930:+	930	Herpesvirus:Epstein_Barr_Virus:4373:-	46550
Herpesvirus:Epstein_Barr_Virus:931:+	931	Herpesvirus:Epstein_Barr_Virus:4374:-	46600
Herpesvirus:Epstein_Barr_Virus:932:+	932	Herpesvirus:Epstein_Barr_Virus:4375:-	46650
Herpesvirus:Epstein_Barr_Virus:933:+	933	Herpesvirus:Epstein_Barr_Virus:4376:-	46700
Herpesvirus:Epstein_Barr_Virus:934:+	934	Herpesvirus:Epstein_Barr_Virus:4377:-	46750
Herpesvirus:Epstein_Barr_Virus:935:+	935	Herpesvirus:Epstein_Barr_Virus:4378:-	46800
Herpesvirus:Epstein_Barr_Virus:936:+	936	Herpesvirus:Epstein_Barr_Virus:4379:-	46850
Herpesvirus:Epstein_Barr_Virus:937:+	937	Herpesvirus:Epstein_Barr_Virus:4380:-	46900
Herpesvirus:Epstein_Barr_Virus:938:+	938	Herpesvirus:Epstein_Barr_Virus:4381:-	46950
Herpesvirus:Epstein_Barr_Virus:939:+	939	Herpesvirus:Epstein_Barr_Virus:4382:-	47000
Herpesvirus:Epstein_Barr_Virus:940:+	940	Herpesvirus:Epstein_Barr_Virus:4383:-	47050
Herpesvirus:Epstein_Barr_Virus:941:+	941	Herpesvirus:Epstein_Barr_Virus:4384:-	47100
Herpesvirus:Epstein_Barr_Virus:942:+	942	Herpesvirus:Epstein_Barr_Virus:4385:-	47150
Herpesvirus:Epstein_Barr_Virus:943:+	943	Herpesvirus:Epstein_Barr_Virus:4386:-	47200
Herpesvirus:Epstein_Barr_Virus:944:+	944	Herpesvirus:Epstein_Barr_Virus:4387:-	47250
Herpesvirus:Epstein_Barr_Virus:945:+	945	Herpesvirus:Epstein_Barr_Virus:4388:-	47300
Herpesvirus:Epstein_Barr_Virus:946:+	946	Herpesvirus:Epstein_Barr_Virus:4389:-	47350
Herpesvirus:Epstein_Barr_Virus:947:+	947	Herpesvirus:Epstein_Barr_Virus:4390:-	47400
Herpesvirus:Epstein_Barr_Virus:948:+	948	Herpesvirus:Epstein_Barr_Virus:4391:-	47450
Herpesvirus:Epstein_Barr_Virus:949:+	949	Herpesvirus:Epstein_Barr_Virus:4392:-	47500
Herpesvirus:Epstein_Barr_Virus:950:+	950	Herpesvirus:Epstein_Barr_Virus:4393:-	47550
Herpesvirus:Epstein_Barr_Virus:951:+	951	Herpesvirus:Epstein_Barr_Virus:4394:-	47600
Herpesvirus:Epstein_Barr_Virus:952:+	952	Herpesvirus:Epstein_Barr_Virus:4395:-	47650
Herpesvirus:Epstein_Barr_Virus:953:+	953	Herpesvirus:Epstein_Barr_Virus:4396:-	47700
Herpesvirus:Epstein_Barr_Virus:954:+	954	Herpesvirus:Epstein_Barr_Virus:4397:-	47750
Herpesvirus:Epstein_Barr_Virus:955:+	955	Herpesvirus:Epstein_Barr_Virus:4398:-	47800
Herpesvirus:Epstein_Barr_Virus:956:+	956	Herpesvirus:Epstein_Barr_Virus:4399:-	47850
Herpesvirus:Epstein_Barr_Virus:957:+	957	Herpesvirus:Epstein_Barr_Virus:4400:-	47900
Herpesvirus:Epstein_Barr_Virus:958:+	958	Herpesvirus:Epstein_Barr_Virus:4401:-	47950
Herpesvirus:Epstein_Barr_Virus:959:+	959	Herpesvirus:Epstein_Barr_Virus:4402:-	48000
Herpesvirus:Epstein_Barr_Virus:960:+	960	Herpesvirus:Epstein_Barr_Virus:4403:-	48050
Herpesvirus:Epstein_Barr_Virus:961:+	961	Herpesvirus:Epstein_Barr_Virus:4404:-	48100
Herpesvirus:Epstein_Barr_Virus:962:+	962	Herpesvirus:Epstein_Barr_Virus:4405:-	48150
Herpesvirus:Epstein_Barr_Virus:963:+	963	Herpesvirus:Epstein_Barr_Virus:4406:-	48200
Herpesvirus:Epstein_Barr_Virus:964:+	964	Herpesvirus:Epstein_Barr_Virus:4407:-	48250
Herpesvirus:Epstein_Barr_Virus:965:+	965	Herpesvirus:Epstein_Barr_Virus:4408:-	48300
Herpesvirus:Epstein_Barr_Virus:966:+	966	Herpesvirus:Epstein_Barr_Virus:4409:-	48350
Herpesvirus:Epstein_Barr_Virus:967:+	967	Herpesvirus:Epstein_Barr_Virus:4410:-	48400
Herpesvirus:Epstein_Barr_Virus:968:+	968	Herpesvirus:Epstein_Barr_Virus:4411:-	48450
Herpesvirus:Epstein_Barr_Virus:969:+	969	Herpesvirus:Epstein_Barr_Virus:4412:-	48500
Herpesvirus:Epstein_Barr_Virus:970:+	970	Herpesvirus:Epstein_Barr_Virus:4413:-	48550
Herpesvirus:Epstein_Barr_Virus:971:+	971	Herpesvirus:Epstein_Barr_Virus:4414:-	48600
Herpesvirus:Epstein_Barr_Virus:972:+	972	Herpesvirus:Epstein_Barr_Virus:4415:-	48650
Herpesvirus:Epstein_Barr_Virus:973:+	973	Herpesvirus:Epstein_Barr_Virus:4416:-	48700
Herpesvirus:Epstein_Barr_Virus:974:+	974	Herpesvirus:Epstein_Barr_Virus:4417:-	48750
Herpesvirus:Epstein_Barr_Virus:975:+	975	Herpesvirus:Epstein_Barr_Virus:4418:-	48800
Herpesvirus:Epstein_Barr_Virus:976:+	976	Herpesvirus:Epstein_Barr_Virus:4419:-	48850
Herpesvirus:Epstein_Barr_Virus:977:+	977	Herpesvirus:Epstein_Barr_Virus:4420:-	48900
Herpesvirus:Epstein_Barr_Virus:978:+	978	Herpesvirus:Epstein_Barr_Virus:4421:-	48950
Herpesvirus:Epstein_Barr_Virus:979:+	979	Herpesvirus:Epstein_Barr_Virus:4422:-	49000
Herpesvirus:Epstein_Barr_Virus:980:+	980	Herpesvirus:Epstein_Barr_Virus:4423:-	49050
Herpesvirus:Epstein_Barr_Virus:981:+	981	Herpesvirus:Epstein_Barr_Virus:4424:-	49100
Herpesvirus:Epstein_Barr_Virus:982:+	982	Herpesvirus:Epstein_Barr_Virus:4425:-	49150
Herpesvirus:Epstein_Barr_Virus:983:+	983	Herpesvirus:Epstein_Barr_Virus:4426:-	49200
Herpesvirus:Epstein_Barr_Virus:984:+	984	Herpesvirus:Epstein_Barr_Virus:4427:-	49250
Herpesvirus:Epstein_Barr_Virus:985:+	985	Herpesvirus:Epstein_Barr_Virus:4428:-	49300
Herpesvirus:Epstein_Barr_Virus:986:+	986	Herpesvirus:Epstein_Barr_Virus:4429:-	49350
Herpesvirus:Epstein_Barr_Virus:987:+	987	Herpesvirus:Epstein_Barr_Virus:4430:-	49400
Herpesvirus:Epstein_Barr_Virus:988:+	988	Herpesvirus:Epstein_Barr_Virus:4431:-	49450
Herpesvirus:Epstein_Barr_Virus:989:+	989	Herpesvirus:Epstein_Barr_Virus:4432:-	49500
Herpesvirus:Epstein_Barr_Virus:990:+	990	Herpesvirus:Epstein_Barr_Virus:4433:-	49550
Herpesvirus:Epstein_Barr_Virus:991:+	991	Herpesvirus:Epstein_Barr_Virus:4434:-	49600
Herpesvirus:Epstein_Barr_Virus:992:+	992	Herpesvirus:Epstein_Barr_Virus:4435:-	49650
Herpesvirus:Epstein_Barr_Virus:993:+	993	Herpesvirus:Epstein_Barr_Virus:4436:-	49700
Herpesvirus:Epstein_Barr_Virus:994:+	994	Herpesvirus:Epstein_Barr_Virus:4437:-	49750
Herpesvirus:Epstein_Barr_Virus:995:+	995	Herpesvirus:Epstein_Barr_Virus:4438:-	49800
Herpesvirus:Epstein_Barr_Virus:996:+	996	Herpesvirus:Epstein_Barr_Virus:4439:-	49850
Herpesvirus:Epstein_Barr_Virus:997:+	997	Herpesvirus:Epstein_Barr_Virus:4440:-	49900
Herpesvirus:Epstein_Barr_Virus:998:+	998	Herpesvirus:Epstein_Barr_Virus:4441:-	49950
Herpesvirus:Epstein_Barr_Virus:999:+	999	Herpesvirus:Epstein_Barr_Virus:4442:-	50000
Herpesvirus:Epstein_Barr_Virus:1000:+	1000	Herpesvirus:Epstein_Barr_Virus:4443:-	50050
Herpesvirus:Epstein_Barr_Virus:1001:+	1001	Herpesvirus:Epstein_Barr_Virus:4444:-	50100
Herpesvirus:Epstein_Barr_Virus:1002:+	1002	Herpesvirus:Epstein_Barr_Virus:4445:-	50150
Herpesvirus:Epstein_Barr_Virus:1003:+	1003	Herpesvirus:Epstein_Barr_Virus:4446:-	50200
Herpesvirus:Epstein_Barr_Virus:1004:+	1004	Herpesvirus:Epstein_Barr_Virus:4447:-	50250
Herpesvirus:Epstein_Barr_Virus:1005:+	1005	Herpesvirus:Epstein_Barr_Virus:4448:-	50300
Herpesvirus:Epstein_Barr_Virus:1006:+	1006	Herpesvirus:Epstein_Barr_Virus:4449:-	50350
Herpesvirus:Epstein_Barr_Virus:1007:+	1007	Herpesvirus:Epstein_Barr_Virus:4450:-	50400
Herpesvirus:Epstein_Barr_Virus:1008:+	1008	Herpesvirus:Epstein_Barr_Virus:4451:-	50450
Herpesvirus:Epstein_Barr_Virus:1009:+	1009	Herpesvirus:Epstein_Barr_Virus:4452:-	50500
Herpesvirus:Epstein_Barr_Virus:1010:+	1010	Herpesvirus:Epstein_Barr_Virus:4453:-	50550
Herpesvirus:Epstein_Barr_Virus:1011:+	1011	Herpesvirus:Epstein_Barr_Virus:4454:-	50600
Herpesvirus:Epstein_Barr_Virus:1012:+	1012	Herpesvirus:Epstein_Barr_Virus:4455:-	50650
Herpesvirus:Epstein_Barr_Virus:1013:+	1013	Herpesvirus:Epstein_Barr_Virus:4456:-	50700
Herpesvirus:Epstein_Barr_Virus:1014:+	1014	Herpesvirus:Epstein_Barr_Virus:4457:-	50750
Herpesvirus:Epstein_Barr_Virus:1015:+	1015	Herpesvirus:Epstein_Barr_Virus:4458:-	50800
Herpesvirus:Epstein_Barr_Virus:1016:+	1016	Herpesvirus:Epstein_Barr_Virus:4459:-	50850
Herpesvirus:Epstein_Barr_Virus:1017:+	1017	Herpesvirus:Epstein_Barr_Virus:4460:-	50900
Herpesvirus:Epstein_Barr_Virus:1018:+	1018	Herpesvirus:Epstein_Barr_Virus:4461:-	50950
Herpesvirus:Epstein_Barr_Virus:1019:+	1019	Herpesvirus:Epstein_Barr_Virus:4462:-	51000
Herpesvirus:Epstein_Barr_Virus:1020:+	1020	Herpesvirus:Epstein_Barr_Virus:4463:-	51050
Herpesvirus:Epstein_Barr_Virus:1021:+	1021	Herpesvirus:Epstein_Barr_Virus:4464:-	51100
Herpesvirus:Epstein_Barr_Virus:1022:+	1022	Herpesvirus:Epstein_Barr_Virus:4465:-	51150
Herpesvirus:Epstein_Barr_Virus:1023:+	1023	Herpesvirus:Epstein_Barr_Virus:4466:-	51200
Herpesvirus:Epstein_Barr_Virus:1024:+	1024	Herpesvirus:Epstein_Barr_Virus:4467:-	51250
Herpesvirus:Epstein_Barr_Virus:1025:+	1025	Herpesvirus:Epstein_Barr_Virus:4468:-	51300
Herpesvirus:Epstein_Barr_Virus:1026:+	1026	Herpesvirus:Epstein_Barr_Virus:4469:-	51350
Herpesvirus:Epstein_Barr_Virus:1027:+	1027	Herpesvirus:Epstein_Barr_Virus:4470:-	51400
Herpesvirus:Epstein_Barr_Virus:1028:+	1028	Herpesvirus:Epstein_Barr_Virus:4471:-	51450
Herpesvirus:Epstein_Barr_Virus:1029:+	1029	Herpesvirus:Epstein_Barr_Virus:4472:-	51500
Herpesvirus:Epstein_Barr_Virus:1030:+	1030	Herpesvirus:Epstein_Barr_Virus:4473:-	51550
Herpesvirus:Epstein_Barr_Virus:1031:+	1031	Herpesvirus:Epstein_Barr_Virus:4474:-	51600
Herpesvirus:Epstein_Barr_Virus:1032:+	1032	Herpesvirus:Epstein_Barr_Virus:4475:-	51650
Herpesvirus:Epstein_Barr_Virus:1033:+	1033	Herpesvirus:Epstein_Barr_Virus:4476:-	51700
Herpesvirus:Epstein_Barr_Virus:1034:+	1034	Herpesvirus:Epstein_Barr_Virus:4477:-	51750
Herpesvirus:Epstein_Barr_Virus:1035:+	1035	Herpesvirus:Epstein_Barr_Virus:4478:-	51800
Herpesvirus:Epstein_Barr_Virus:1036:+	1036	Herpesvirus:Epstein_Barr_Virus:4479:-	51850
Herpesvirus:Epstein_Barr_Virus:1037:+	1037	Herpesvirus:Epstein_Barr_Virus:4480:-	51900
Herpesvirus:Epstein_Barr_Virus:1038:+	1038	Herpesvirus:Epstein_Barr_Virus:4481:-	51950
Herpesvirus:Epstein_Barr_Virus:1039:+	1039	Herpesvirus:Epstein_Barr_Virus:4482:-	52000
